"year","country","conditionality","conditions","sanctions","occup","wage","oth","jsr","vol","ref","rep","fail"
1990,"New Zealand",0.61,0.75,0.5,1,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.5
1991,"New Zealand",0.68,0.75,0.62,1,0.833333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0,0.833333333333333,0.833333333333333
1992,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1993,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1994,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1995,"New Zealand",0.7,0.79,0.62,1,0.833333333333333,0.833333333333333,0.5,0.833333333333333,0,0.833333333333333,0.833333333333333
1996,"New Zealand",0.63,0.79,0.5,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1997,"New Zealand",0.63,0.79,0.5,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1998,"New Zealand",0.6,0.79,0.46,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.166666666666667
1999,"New Zealand",0.6,0.79,0.46,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.166666666666667
2000,"New Zealand",0.6,0.79,0.46,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.166666666666667
2001,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2002,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2003,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2004,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2005,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2006,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2007,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2008,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2009,"New Zealand",0.51,0.79,0.33,1,0.833333333333333,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667
2010,"New Zealand",0.58,0.67,0.5,1,0.833333333333333,0.666666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
2011,"New Zealand",0.56,0.62,0.5,1,0.833333333333333,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
2012,"New Zealand",0.56,0.62,0.5,1,0.833333333333333,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
1980,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1981,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1982,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1983,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1984,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1985,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1986,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1987,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1988,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1989,"Norway",0.54,0.71,0.42,1,1,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1990,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1991,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1992,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1993,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1994,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1995,"Norway",0.51,0.62,0.42,1,0.666666666666667,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1996,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1997,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1998,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1999,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2000,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2001,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2002,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2003,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2004,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2005,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2006,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2007,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2008,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2009,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2010,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2011,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
2012,"Norway",0.58,0.58,0.58,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0.5,0.833333333333333,0.666666666666667
1980,"Portugal",0.56,0.42,0.75,0,0.833333333333333,0.833333333333333,0,1,1,1,0
1981,"Portugal",0.56,0.42,0.75,0,0.833333333333333,0.833333333333333,0,1,1,1,0
1982,"Portugal",0.56,0.42,0.75,0,0.833333333333333,0.833333333333333,0,1,1,1,0
1983,"Portugal",0.56,0.42,0.75,0,0.833333333333333,0.833333333333333,0,1,1,1,0
1984,"Portugal",0.56,0.42,0.75,0,0.833333333333333,0.833333333333333,0,1,1,1,0
1985,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1986,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1987,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1988,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1989,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1990,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1991,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1992,"Portugal",0.53,0.38,0.75,0,0.833333333333333,0.666666666666667,0,1,1,1,0
1993,"Portugal",0.66,0.58,0.75,1,0.833333333333333,0.5,0,1,1,1,0
1994,"Portugal",0.66,0.58,0.75,1,0.833333333333333,0.5,0,1,1,1,0
1995,"Portugal",0.66,0.58,0.75,1,0.833333333333333,0.5,0,1,1,1,0
1996,"Portugal",0.66,0.58,0.75,1,0.833333333333333,0.5,0,1,1,1,0
1997,"Portugal",0.66,0.58,0.75,1,0.833333333333333,0.5,0,1,1,1,0
1998,"Portugal",0.66,0.58,0.75,1,0.833333333333333,0.5,0,1,1,1,0
1999,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2000,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2001,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2002,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2003,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2004,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2005,"Portugal",0.73,0.71,0.75,1,0.833333333333333,0.5,0.5,1,1,1,0
2006,"Portugal",0.79,0.62,1,1,0,0.5,1,1,1,1,1
2007,"Portugal",0.79,0.62,1,1,0,0.5,1,1,1,1,1
2008,"Portugal",0.79,0.62,1,1,0,0.5,1,1,1,1,1
2009,"Portugal",0.79,0.62,1,1,0,0.5,1,1,1,1,1
2010,"Portugal",0.79,0.62,1,1,0,0.5,1,1,1,1,1
2011,"Portugal",NA,NA,1,1,NA,0.5,1,1,1,1,1
2012,"Portugal",NA,NA,1,1,NA,0.5,1,1,1,1,1
1980,"Spain",0.57,0.46,0.71,0,1,0.833333333333333,0,1,0.833333333333333,1,0
1981,"Spain",0.57,0.46,0.71,0,1,0.833333333333333,0,1,0.833333333333333,1,0
1982,"Spain",0.57,0.46,0.71,0,1,0.833333333333333,0,1,0.833333333333333,1,0
1983,"Spain",0.57,0.46,0.71,0,1,0.833333333333333,0,1,0.833333333333333,1,0
1984,"Spain",0.57,0.46,0.71,0,1,0.833333333333333,0,1,0.833333333333333,1,0
1985,"Spain",0.42,0.25,0.71,0,0.166666666666667,0.833333333333333,0,1,0.833333333333333,1,0
1986,"Spain",0.42,0.25,0.71,0,0.166666666666667,0.833333333333333,0,1,0.833333333333333,1,0
1987,"Spain",0.42,0.25,0.71,0,0.166666666666667,0.833333333333333,0,1,0.833333333333333,1,0
1988,"Spain",0.43,0.25,0.75,0,0.166666666666667,0.833333333333333,0,1,1,1,0
1989,"Spain",0.43,0.25,0.75,0,0.166666666666667,0.833333333333333,0,1,1,1,0
1990,"Spain",0.43,0.25,0.75,0,0.166666666666667,0.833333333333333,0,1,1,1,0
1991,"Spain",0.43,0.25,0.75,0,0.166666666666667,0.833333333333333,0,1,1,1,0
1992,"Spain",0.43,0.25,0.75,0,0.166666666666667,0.833333333333333,0,1,1,1,0
1993,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
1994,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
1995,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
1996,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
1997,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
1998,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
1999,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
2000,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
2001,"Spain",0.51,0.29,0.88,0,0.166666666666667,0.833333333333333,0.166666666666667,1,1,1,0.5
2002,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2003,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2004,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2005,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2006,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2007,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2008,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2009,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2010,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2011,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
2012,"Spain",0.6,0.46,0.79,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,1,0.666666666666667,1,0.5
1980,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.5,0,0
1981,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.5,0,0
1982,"Sweden",0.32,0.42,0.25,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.5,0.166666666666667,0
1983,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1984,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1985,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1986,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1987,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1988,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0
1989,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0
1990,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0
1991,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0
1992,"Sweden",0.29,0.42,0.21,1,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.166666666666667,0
1993,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1994,"Sweden",0.26,0.42,0.17,1,0.333333333333333,0.333333333333333,0,0.166666666666667,0.333333333333333,0.166666666666667,0
1995,"Sweden",0.42,0.42,0.42,1,0.333333333333333,0.333333333333333,0,0.5,0.666666666666667,0.5,0
1996,"Sweden",0.42,0.42,0.42,1,0.333333333333333,0.333333333333333,0,0.5,0.666666666666667,0.5,0
1997,"Sweden",0.42,0.42,0.42,1,0.333333333333333,0.333333333333333,0,0.5,0.666666666666667,0.5,0
1998,"Sweden",0.42,0.42,0.42,1,0.333333333333333,0.333333333333333,0,0.5,0.666666666666667,0.5,0
1999,"Sweden",0.42,0.42,0.42,1,0.333333333333333,0.333333333333333,0,0.5,0.666666666666667,0.5,0
2000,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2001,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2002,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2003,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2004,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2005,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2006,"Sweden",0.48,0.46,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.333333333333333,1,0.166666666666667
2007,"Sweden",0.54,0.58,0.5,1,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.333333333333333,1,0.166666666666667
2008,"Sweden",0.54,0.58,0.5,1,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.333333333333333,1,0.166666666666667
2009,"Sweden",0.54,0.58,0.5,1,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.333333333333333,1,0.166666666666667
2010,"Sweden",0.54,0.58,0.5,1,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.333333333333333,1,0.166666666666667
2011,"Sweden",0.58,0.67,0.5,1,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.333333333333333,1,0.166666666666667
2012,"Sweden",0.6,0.71,0.5,1,0.666666666666667,0.5,0.666666666666667,0.5,0.333333333333333,1,0.166666666666667
1982,"Switzerland",0.23,0.12,0.42,0,0.166666666666667,0.333333333333333,0,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1983,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1984,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1985,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1986,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1987,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1988,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1989,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1990,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1991,"Switzerland",0.32,0.25,0.42,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1992,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1993,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1994,"Switzerland",0.35,0.29,0.42,0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667
1995,"Switzerland",0.41,0.29,0.58,0,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
1996,"Switzerland",0.41,0.29,0.58,0,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
1997,"Switzerland",0.41,0.29,0.58,0,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
1998,"Switzerland",0.41,0.29,0.58,0,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
1999,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2000,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2001,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2002,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2003,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2004,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2005,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2006,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2007,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2008,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2009,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2010,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2011,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
2012,"Switzerland",0.38,0.25,0.58,0,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333
1980,"United Kingdom",0.25,0.25,0.25,0.166666666666667,0,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0
1981,"United Kingdom",0.25,0.25,0.25,0.166666666666667,0,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0
1982,"United Kingdom",0.25,0.25,0.25,0.166666666666667,0,0.833333333333333,0,0.333333333333333,0.5,0.166666666666667,0
1983,"United Kingdom",0.23,0.21,0.25,0.166666666666667,0,0.666666666666667,0,0.333333333333333,0.5,0.166666666666667,0
1984,"United Kingdom",0.23,0.21,0.25,0.166666666666667,0,0.666666666666667,0,0.333333333333333,0.5,0.166666666666667,0
1985,"United Kingdom",0.23,0.21,0.25,0.166666666666667,0,0.666666666666667,0,0.333333333333333,0.5,0.166666666666667,0
1986,"United Kingdom",0.33,0.29,0.38,0.166666666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,0
1987,"United Kingdom",0.33,0.29,0.38,0.166666666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,0
1988,"United Kingdom",0.37,0.29,0.46,0.166666666666667,0,0.666666666666667,0.333333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0
1989,"United Kingdom",0.52,0.54,0.5,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667
1990,"United Kingdom",0.54,0.58,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667
1991,"United Kingdom",0.54,0.58,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667
1992,"United Kingdom",0.54,0.58,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667
1993,"United Kingdom",0.54,0.58,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667
1994,"United Kingdom",0.54,0.58,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667
1995,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
1996,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
1997,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
1998,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
1999,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2000,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2001,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2002,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2003,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2004,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2005,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2006,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2007,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
2008,"United Kingdom",0.67,0.62,0.71,0.833333333333333,0,0.666666666666667,1,0.833333333333333,0.833333333333333,0.166666666666667,1
